time,Hips.x,Hips.y,Hips.z,Chest.x,Chest.y,Chest.z,Chest2.x,Chest2.y,Chest2.z,Neck.x,Neck.y,Neck.z,Head.x,Head.y,Head.z,LeftShoulder.x,LeftShoulder.y,LeftShoulder.z,LeftElbow.x,LeftElbow.y,LeftElbow.z,LeftWrist.x,LeftWrist.y,LeftWrist.z,LeftHand.x,LeftHand.y,LeftHand.z,RightShoulder.x,RightShoulder.y,RightShoulder.z,RightElbow.x,RightElbow.y,RightElbow.z,RightWrist.x,RightWrist.y,RightWrist.z,RightHand.x,RightHand.y,RightHand.z,HipLeft.x,HipLeft.y,HipLeft.z,LeftKnee.x,LeftKnee.y,LeftKnee.z,LeftAnkle.x,LeftAnkle.y,LeftAnkle.z,LeftFoot.x,LeftFoot.y,LeftFoot.z,RightHip.x,RightHip.y,RightHip.z,RightKnee.x,RightKnee.y,RightKnee.z,RightAnkle.x,RightAnkle.y,RightAnkle.z,RightFoot.x,RightFoot.y,RightFoot.z
   0.00000, -17.36311,  34.44157, 219.87957, -16.12523,  66.80396, 213.54368, -15.22673,  89.22033, 208.47428, -15.12999,  95.95677, 206.57402, -14.92269, 110.39200, 202.50202,  -1.23108,  89.11309, 208.80660,  23.76108,  88.90842, 209.39797,  46.75387,  88.72018, 209.94208,  55.07127,  88.65209, 210.13893, -29.22237,  89.32757, 208.14196, -54.21435,  89.54694, 207.54785, -77.20697,  89.74881, 207.00141, -85.52430,  89.82185, 206.80383,  -7.85186,  34.12915, 220.14207,  -9.25140,  -2.46977, 227.30745, -10.54904, -36.40121, 233.95078, -10.55376, -42.21511, 227.19899, -26.87436,  34.75399, 219.61707, -28.27470,  -1.84488, 226.78257, -29.57300, -35.77630, 233.42582, -29.60568, -42.06793, 227.11690
   0.03333, -17.43821,  34.42741, 219.94758, -16.24305,  66.81363, 213.72631, -15.37510,  89.25095, 208.74500, -15.28185,  95.99453, 206.87005, -15.08204, 110.44506, 202.85229,  -1.37952,  89.15123, 209.08237,  23.61256,  88.96039, 209.68221,  46.60526,  88.78487, 210.23411,  54.92262,  88.72137, 210.43378, -29.37068,  89.35067, 208.40762, -54.36248,  89.56565, 207.80471, -77.35494,  89.76346, 207.25015, -85.67222,  89.83504, 207.04962,  -7.92663,  34.12730, 220.21257,  -9.27791,  -2.49857, 227.24830, -10.53079, -36.45500, 233.77141, -10.52548, -42.25574, 227.00832, -26.94979,  34.72752, 219.68259, -28.30177,  -1.89831, 226.71843, -29.55523, -35.85474, 233.24147, -29.57812, -42.14680, 226.93295
   0.06667, -17.52662,  34.41120, 220.02440, -16.37874,  66.82332, 213.93043, -15.54389,  89.28311, 209.04566, -15.45450,  96.03398, 207.19693, -15.26294, 110.50012, 203.23536,  -1.54838,  89.19153, 209.38800,  23.44361,  89.01599, 209.99608,  46.43624,  88.85453, 210.55556,  54.75357,  88.79612, 210.75797, -29.53940,  89.37468, 208.70332, -54.53104,  89.58545, 208.09191, -77.52334,  89.77938, 207.52951, -85.84056,  89.84955, 207.32614,  -8.01469,  34.12459, 220.29175,  -9.31255,  -2.53057, 227.18353, -10.51589, -36.51417, 233.57315, -10.49974, -42.29784, 226.79546, -27.03855,  34.69780, 219.75706, -28.33701,  -1.95733, 226.64893, -29.54085, -35.94092, 233.03850, -29.55316, -42.23184, 226.72880
   0.10000, -17.62951,  34.39314, 220.10983, -16.53246,  66.83245, 214.15267, -15.73230,  89.31532, 209.36934, -15.64706,  96.07346, 207.54719, -15.46440, 110.55519, 203.64257,  -1.73685,  89.23242, 209.71657,  23.25505,  89.07354, 210.33273,  46.24760,  88.92741, 210.89963,  54.56490,  88.87455, 211.10471, -29.72775,  89.39822, 209.02212, -54.71921,  89.60518, 208.40249, -77.71136,  89.79561, 207.83253, -86.02852,  89.86451, 207.62641,  -8.11723,  34.12096, 220.37948,  -9.35764,  -2.56494, 227.11653, -10.50771, -36.57705, 233.36268, -10.48000, -42.33932, 226.56683, -27.14180,  34.66531, 219.84019, -28.38273,  -2.02057, 226.57731, -29.53323, -36.03266, 232.82341, -29.53415, -42.31824, 226.50838
   0.13333, -17.74747,  34.37352, 220.20351, -16.70288,  66.84044, 214.38906, -15.93764,  89.34623, 209.70888, -15.85735,  96.11172, 207.91399, -15.68529, 110.60921, 204.06779,  -1.94224,  89.27335, 210.06025,  23.04961,  89.13406, 210.68311,  46.04212,  89.00595, 211.25616,  54.35940,  88.95961, 211.46347, -29.93304,  89.41910, 209.35752, -54.92437,  89.62126, 208.73120, -77.91640,  89.80726, 208.15506, -86.23352,  89.87455, 207.94670,  -8.23483,  34.11613, 220.47527,  -9.41595,  -2.60101, 227.05092, -10.51104, -36.64207, 233.14741, -10.47153, -42.37819, 226.32953, -27.26011,  34.63091, 219.93175, -28.44166,  -2.08620, 226.50746, -29.53711, -36.12726, 232.60391, -29.52629, -42.40301, 226.27912
   0.16667, -17.88042,  34.35223, 220.30429, -16.88827,  66.84633, 214.63426, -16.15754,  89.37426, 210.05623, -16.08266,  96.14691, 208.28827, -15.92220, 110.65971, 204.49977,  -2.16217,  89.31210, 210.41086,  22.82966,  89.19421, 211.03884,  45.82215,  89.08578, 211.61660,  54.13943,  89.04656, 211.82561, -30.15291,  89.43643, 209.70160, -55.14416,  89.63401, 209.07034, -78.13611,  89.81579, 208.48964, -86.45320,  89.88156, 208.27962,  -8.36745,  34.10951, 220.57786,  -9.48930,  -2.63836, 226.99017, -10.52943, -36.70792, 232.93521, -10.47836, -42.41564, 226.09361, -27.39339,  34.59496, 220.03072, -28.51560,  -2.15289, 226.44308, -29.55603, -36.22245, 232.38809, -29.53355, -42.48376, 226.04904
   0.20000, -18.02744,  34.32971, 220.41008, -17.08647,  66.84994, 214.88295, -16.38945,  89.39893, 210.40441, -16.32021,  96.17829, 208.66213, -16.17182, 110.70548, 204.92868,  -2.39411,  89.34781, 210.76172,  22.59772,  89.25258, 211.39376,  45.59020,  89.16498, 211.97526,  53.90748,  89.13330, 212.18562, -30.38480,  89.45005, 210.04709, -55.37598,  89.64393, 209.41214, -78.36787,  89.82231, 208.82803, -86.68494,  89.88684, 208.61677,  -8.51416,  34.10123, 220.68535,  -9.57817,  -2.67619, 226.93606, -10.56467, -36.77315, 232.73127, -10.50240, -42.45115, 225.86508, -27.54071,  34.55819, 220.13482, -28.60501,  -2.21921, 226.38558, -29.59174, -36.31617, 232.18076, -29.55778, -42.55892, 225.82348
   0.23333, -18.18729,  34.30666, 220.51818, -17.29466,  66.85161, 215.13031, -16.62956,  89.42042, 210.74779, -16.56647,  96.20608, 209.02999, -16.43129, 110.74678, 205.34899,  -2.63419,  89.38091, 211.10570,  22.35771,  89.31011, 211.73806,  45.35026,  89.24499, 212.31986,  53.66756,  89.22143, 212.53032, -30.62493,  89.45993, 210.38988, -55.61614,  89.65056, 209.75519, -78.60806,  89.82595, 209.17133, -86.92514,  89.88940, 208.96015,  -8.67373,  34.09141, 220.79411,  -9.68310,  -2.71398, 226.88732, -10.61894, -36.83686, 232.53649, -10.54682, -42.48319, 225.64433, -27.70086,  34.52191, 220.24225, -28.71046,  -2.28346, 226.33549, -29.64649, -36.40634, 231.98465, -29.60226, -42.62688, 225.60569
   0.26666, -18.35795,  34.28344, 220.62611, -17.50973,  66.85145, 215.37200, -16.87409,  89.43868, 211.08098, -16.81804,  96.23033, 209.38678, -16.69792, 110.78388, 205.75635,  -2.87865,  89.41203, 211.43719,  22.11341,  89.36871, 212.06582,  45.10610,  89.32887, 212.64417,  53.42346,  89.31446, 212.85338, -30.86954,  89.46534, 210.72476, -55.86090,  89.65192, 210.09467, -78.85295,  89.82359, 209.51503, -87.17008,  89.88569, 209.30537,  -8.84411,  34.08011, 220.90164,  -9.80328,  -2.75134, 226.84356, -10.69256, -36.89839, 232.35246, -10.61222, -42.51270, 225.43428, -27.87179,  34.48678, 220.35057, -28.83113,  -2.34467, 226.29252, -29.72056, -36.49172, 231.80141, -29.66754, -42.68689, 225.39788
   0.30000, -18.53874,  34.26010, 220.73252, -17.72999,  66.84931, 215.60526, -17.12063,  89.45342, 211.40015, -17.07198,  96.25060, 209.72804, -16.96772, 110.81599, 206.14493,  -3.12509,  89.44010, 211.75324,  21.86716,  89.42607, 212.37559,  44.86003,  89.41317, 212.94816,  53.17745,  89.40850, 213.15528, -31.11617,  89.46675, 211.04707, -56.10775,  89.64978, 210.42440, -79.09999,  89.81817, 209.85157, -87.41719,  89.87909, 209.64437,  -9.02466,  34.06718, 221.00703,  -9.93923,  -2.78826, 226.80551, -10.78715, -36.95756, 232.18141, -10.70007, -42.54129, 225.23861, -28.05283,  34.45302, 220.45801, -28.96753,  -2.40242, 226.25650, -29.81556, -36.57172, 231.63239, -29.75516, -42.74028, 225.20329
   0.33333, -18.72824,  34.23648, 220.83557, -17.95328,  66.84501, 215.82721, -17.36658,  89.46443, 211.70199, -17.32508,  96.26664, 210.05026, -17.23615, 110.84281, 206.51084,  -3.37090,  89.46351, 212.04982,  21.62159,  89.47812, 212.66215,  44.61469,  89.49158, 213.22550,  52.93219,  89.49644, 213.42929, -31.36226,  89.46536, 211.35416, -56.35412,  89.64770, 210.74295, -79.34663,  89.81547, 210.18064, -87.66393,  89.87615, 209.97724,  -9.21391,  34.05218, 221.10776, -10.09028,  -2.82510, 226.77176, -10.90278, -37.01464, 232.02297, -10.81113, -42.57010, 225.05759, -28.24256,  34.42079, 220.56337, -29.11901,  -2.45648, 226.22738, -29.93158, -36.64602, 231.47858, -29.86587, -42.78707, 225.02326
   0.36666, -18.92160,  34.21276, 220.93240, -18.17591,  66.83883, 216.03511, -17.60905,  89.47219, 211.98421, -17.57456,  96.27896, 210.35120, -17.50066, 110.86489, 206.85191,  -3.61317,  89.48271, 212.32366,  21.37967,  89.52543, 212.92049,  44.37308,  89.56472, 213.46957,  52.69069,  89.57894, 213.66820, -31.60493,  89.46166, 211.64475, -56.59719,  89.64603, 211.05079, -79.59008,  89.81565, 210.50435, -87.90750,  89.87701, 210.30669,  -9.40702,  34.03550, 221.20022, -10.25029,  -2.86162, 226.73862, -11.03212, -37.06956, 231.87337, -10.93851, -42.59969, 224.88788, -28.43618,  34.39002, 220.66457, -29.27951,  -2.50710, 226.20297, -30.06138, -36.71504, 231.33772, -29.99280, -42.82763, 224.85546
   0.40000, -19.11620,  34.18897, 221.02164, -18.39570,  66.83096, 216.22772, -17.84617,  89.47698, 212.24581, -17.81833,  96.28782, 210.62972, -17.75867, 110.88246, 207.16666,  -3.85006,  89.49785, 212.57489,  21.14316,  89.56790, 213.15272,  44.13693,  89.63236, 213.68433,  52.45467,  89.65567, 213.87664, -31.84229,  89.45611, 211.91674, -56.83501,  89.64523, 211.34384, -79.82831,  89.81921, 210.81678, -88.14589,  89.88215, 210.62612,  -9.60135,  34.01744, 221.28371, -10.41617,  -2.89768, 226.70520, -11.17159, -37.12230, 231.73156, -11.07802, -42.63062, 224.72886, -28.63105,  34.36050, 220.75957, -29.44588,  -2.55462, 226.18106, -30.20132, -36.77924, 231.20742, -30.13169, -42.86238, 224.69753
   0.43333, -19.31092,  34.16546, 221.10296, -18.61146,  66.82180, 216.40463, -18.07660,  89.47924, 212.48618, -18.05486,  96.29366, 210.88518, -18.00827, 110.89598, 207.45445,  -4.08023,  89.50914, 212.80353,  20.91338,  89.60552, 213.36010,  43.90751,  89.69420, 213.87214,  52.22539,  89.72628, 214.05737, -32.07298,  89.44934, 212.16884, -57.06617,  89.64594, 211.61961, -80.05991,  89.82682, 211.11432, -88.37764,  89.89225, 210.93154,  -9.79581,  33.99839, 221.35830, -10.58684,  -2.93296, 226.67169, -11.32021, -37.17263, 231.59782, -11.22832, -42.66308, 224.58108, -28.82603,  34.33252, 220.84762, -29.61706,  -2.59883, 226.16101, -30.35043, -36.83850, 231.08714, -30.28126, -42.89133, 224.54906
   0.46666, -19.50386,  34.14249, 221.17557, -18.82109,  66.81163, 216.56460, -18.29804,  89.47922, 212.70371, -18.28190,  96.29670, 211.11573, -18.24732, 110.90559, 207.71290,  -4.30138,  89.51678, 213.00720,  20.69267,  89.63845, 213.53886,  43.68719,  89.75038, 214.02799,  52.00521,  89.79087, 214.20493, -32.29470,  89.44167, 212.40022, -57.28841,  89.64818, 211.87862, -80.28261,  89.83817, 211.39874, -88.60052,  89.90689, 211.22515,  -9.98849,  33.97849, 221.42267, -10.76066,  -2.96734, 226.63725, -11.47655, -37.22044, 231.47177, -11.38843, -42.69700, 224.44413, -29.01924,  34.30648, 220.92847, -29.79139,  -2.63935, 226.14305, -30.50726, -36.89245, 230.97757, -30.44054, -42.91486, 224.41142
   0.50000, -19.69185,  34.12061, 221.23870, -19.02237,  66.80113, 216.70708, -18.50895,  89.47773, 212.89813, -18.49809,  96.29781, 211.32129, -18.47481, 110.91226, 207.94236,  -4.51197,  89.52185, 213.18539,  20.48255,  89.66831, 213.68809,  43.47750,  89.80305, 214.15058,  51.79568,  89.85179, 214.31788, -32.50593,  89.43361, 212.61087, -57.50019,  89.65143, 212.12127, -80.49491,  89.85181, 211.67082, -88.81299,  89.92430, 211.50788, -10.17618,  33.95856, 221.47586, -10.93332,  -3.00013, 226.60071, -11.63527, -37.26516, 231.35204, -11.55301, -42.73145, 224.31634, -29.20752,  34.28266, 221.00155, -29.96462,  -2.67603, 226.12640, -30.66653, -36.94106, 230.87773, -30.60424, -42.93317, 224.28388
   0.53333, -19.87319,  34.10020, 221.29208, -19.21439,  66.79082, 216.83233, -18.70893,  89.47542, 213.07023, -18.70287,  96.29764, 211.50264, -18.68989, 110.91667, 208.14352,  -4.71160,  89.52476, 213.33907,  20.28340,  89.69517, 213.80917,  43.27880,  89.85195, 214.24165,  51.59713,  89.90866, 214.39809, -32.70626,  89.42608, 212.80138, -57.70109,  89.65632, 212.34772, -80.69632,  89.86815, 211.93035, -89.01460,  89.94477, 211.77936, -10.35722,  33.93920, 221.51765, -11.10228,  -3.03092, 226.56122, -11.79304, -37.30654, 231.23718, -11.71848, -42.76554, 224.19574, -29.38915,  34.26120, 221.06651, -30.13416,  -2.70892, 226.11007, -30.82487, -36.98454, 230.78604, -30.76879, -42.94675, 224.16508
   0.56666, -20.04704,  34.08127, 221.33600, -19.39663,  66.78085, 216.94118, -18.89771,  89.47255, 213.22123, -18.89607,  96.29646, 211.66102, -18.89256, 110.91912, 208.31770,  -4.90003,  89.52617, 213.47045,  20.09542,  89.72041, 213.90603,  43.09123,  89.89910, 214.30675,  51.40972,  89.96375, 214.45171, -32.89539,  89.41893, 212.97201, -57.89076,  89.66125, 212.55648, -80.88650,  89.88419, 212.17418, -89.20496,  89.96483, 212.03588, -10.53078,  33.92062, 221.54904, -11.26636,  -3.05963, 226.51919, -11.94832, -37.34464, 231.12708, -11.88267, -42.79902, 224.08197, -29.56330,  34.24192, 221.12296, -30.29882,  -2.73833, 226.09310, -30.98073, -37.02335, 230.70100, -30.93206, -42.95599, 224.05348
   0.59999, -20.21253,  34.06377, 221.37104, -19.56876,  66.77128, 217.03463, -19.07526,  89.46926, 213.35250, -19.07787,  96.29449, 211.79804, -19.08348, 110.91996, 208.46707,  -5.07726,  89.52692, 213.58210,  19.91856,  89.74615, 213.98348,  42.91471,  89.94785, 214.35275,  51.23331,  90.02081, 214.48633, -33.07326,  89.41161, 213.12290, -58.06914,  89.66340, 212.74541, -81.06535,  89.89505, 212.39811, -89.38398,  89.97884, 212.27247, -10.69599,  33.90304, 221.57150, -11.42407,  -3.08618, 226.47558, -12.09907, -37.37951, 231.02223, -12.04271, -42.83149, 223.97518, -29.72906,  34.22451, 221.17058, -30.45707,  -2.76472, 226.07465, -31.13201, -37.05805, 230.62130, -31.09117, -42.96264, 223.94881
   0.63333, -20.37078,  34.04755, 221.39782, -19.73121,  66.76203, 217.11366, -19.24124,  89.46549, 213.46498, -19.24822,  96.29171, 211.91494, -19.26318, 110.91934, 208.59345,  -5.24295,  89.52756, 213.67526,  19.75312,  89.77404, 214.04336,  42.74951,  90.00080, 214.38200,  51.06820,  90.08283, 214.50450, -33.23952,  89.40342, 213.25469, -58.23589,  89.65986, 212.91457, -81.23255,  89.89578, 212.60165, -89.55134,  89.98112, 212.48845, -10.85401,  33.88614, 221.58598, -11.57734,  -3.11096, 226.43097, -12.24794, -37.41159, 230.92282, -12.20104, -42.86272, 223.87505, -29.88755,  34.20897, 221.20965, -30.61081,  -2.78814, 226.05463, -31.28136, -37.08877, 230.54648, -31.24866, -42.96709, 223.85079
   0.66666, -20.52194,  34.03234, 221.41717, -19.88420,  66.75288, 217.17931, -19.39581,  89.46104, 213.55979, -19.40720,  96.28796, 212.01286, -19.43161, 110.91708, 208.69802,  -5.39728,  89.52789, 213.75172,  19.59892,  89.80379, 214.08866,  42.59543,  90.05761, 214.39863,  50.91417,  90.14943, 214.51076, -33.39433,  89.39419, 213.36786, -58.39118,  89.64910, 213.06316, -81.38827,  89.88361, 212.78283, -89.70722,  89.96844, 212.68141, -11.00496,  33.86972, 221.59377, -11.72623,  -3.13424, 226.38641, -12.39491, -37.44123, 230.82972, -12.35727, -42.89270, 223.78215, -30.03891,  34.19495, 221.24057, -30.76010,  -2.80901, 226.03319, -31.42872, -37.11600, 230.47650, -31.40408, -42.96964, 223.75919
   0.69999, -20.66340,  34.01795, 221.42969, -20.02686,  66.74374, 217.23241, -19.53930,  89.45593, 213.63816, -19.55512,  96.28329, 212.09320, -19.58903, 110.91335, 208.78257,  -5.54058,  89.52800, 213.81326,  19.45562,  89.83552, 214.12224,  42.45212,  90.11842, 214.40649,  50.77086,  90.22076, 214.50931, -33.53802,  89.38386, 213.46305, -58.53533,  89.62941, 213.19072, -81.53286,  89.85530, 212.94016, -89.85196,  89.93702, 212.84951, -11.14626,  33.85413, 221.59578, -11.86616,  -3.15577, 226.34252, -12.53358, -37.46827, 230.74328, -12.50446, -42.92135, 223.69692, -30.18054,  34.18176, 221.26359, -30.90037,  -2.82814, 226.01031, -31.56773, -37.14065, 230.41108, -31.55049, -42.97114, 223.67364
   0.73333, -20.79406,  34.00427, 221.43639, -20.15896,  66.73458, 217.27425, -19.67216,  89.45021, 213.70168, -19.69242,  96.27777, 212.15763, -19.73584, 110.90824, 208.84897,  -5.67330,  89.52804, 213.86213,  19.32274,  89.86940, 214.14758,  42.31910,  90.18344, 214.41018,  50.63778,  90.29705, 214.50517, -33.67102,  89.37238, 213.54122, -58.66881,  89.59868, 213.29689, -81.66676,  89.80688, 213.07209, -89.98603,  89.88219, 212.99077, -11.27678,  33.83957, 221.59345, -11.99505,  -3.17543, 226.30045, -12.66096, -37.49267, 230.66437, -12.63912, -42.94863, 223.62021, -30.31133,  34.16897, 221.27933, -31.02953,  -2.84604, 225.98632, -31.69538, -37.16327, 230.35025, -31.68441, -42.97242, 223.59437
   0.76666, -20.91402,  33.99124, 221.43795, -20.28077,  66.72541, 217.30599, -19.79489,  89.44395, 213.75183, -19.81963,  96.27145, 212.20762, -19.87263, 110.90181, 208.89858,  -5.79593,  89.52816, 213.89995,  19.19980,  89.90551, 214.16656,  42.19587,  90.25266, 214.41183,  50.51445,  90.37824, 214.50056, -33.79386,  89.35974, 213.60372, -58.79212,  89.55474, 213.38270, -81.79052,  89.73414, 213.17935, -90.10994,  89.79904, 213.10578, -11.39663,  33.82601, 221.58754, -12.11281,  -3.19336, 226.26040, -12.77678, -37.51464, 230.59268, -12.76088, -42.97405, 223.55118, -30.43141,  34.15648, 221.28835, -31.14752,  -2.86290, 225.96120, -31.81143, -37.18418, 230.29348, -31.80553, -42.97544, 223.52227
   0.79999, -21.02403,  33.97870, 221.43463, -20.39269,  66.71613, 217.32835, -19.90769,  89.43710, 213.78961, -19.93707,  96.26431, 212.24419, -20.00003, 110.89405, 208.93259,  -5.90867,  89.52860, 213.92770,  19.08660,  89.94429, 214.18027,  42.08225,  90.32673, 214.41264,  50.40067,  90.46507, 214.49669, -33.90671,  89.34559, 213.65152, -58.90544,  89.49428, 213.44893, -81.90428,  89.63108, 213.26254, -90.22386,  89.68056, 213.19510, -11.50656,  33.81318, 221.57840, -12.22059,  -3.20988, 226.22222, -12.88257, -37.53459, 230.52757, -12.87125, -42.99798, 223.48914, -30.54151,  34.14421, 221.29086, -31.25547,  -2.87886, 225.93467, -31.91739, -37.20357, 230.24002, -31.91537, -42.98034, 223.45643
   0.83333, -21.12486,  33.96639, 221.42708, -20.49537,  66.70656, 217.34237, -20.01114,  89.42951, 213.81629, -20.04525,  96.25620, 212.26867, -20.11833, 110.88483, 208.95236,  -6.01210,  89.52886, 213.94603,  18.98258,  89.98424, 214.18828,  41.97769,  90.40318, 214.41115,  50.29592,  90.55473, 214.49176, -34.01019,  89.33016, 213.68654, -59.00933,  89.41547, 213.49851, -82.00855,  89.49396, 213.32550, -90.32827,  89.52235, 213.26291, -11.60732,  33.80075, 221.56620, -12.31926,  -3.22541, 226.18563, -12.97930, -37.55298, 230.46837, -12.97161, -43.02077, 223.43336, -30.64241,  34.13203, 221.28796, -31.35428,  -2.89413, 225.90738, -32.01426, -37.22171, 230.19012, -32.01529, -42.98698, 223.39676
   0.86666, -21.21629,  33.95418, 221.41634, -20.58907,  66.69658, 217.34917, -20.10587,  89.42110, 213.83313, -20.14474,  96.24710, 212.28257, -20.22804, 110.87424, 208.95994,  -6.10682,  89.52864, 213.95560,  18.88717,  90.02419, 214.19026,  41.88164,  90.48009, 214.40614,  50.19964,  90.64501, 214.48423, -34.10492,  89.31356, 213.71065, -59.10430,  89.31563, 213.53420, -82.10372,  89.31753, 213.37185, -90.42351,  89.31822, 213.31311, -11.69868,  33.78865, 221.55154, -12.40804,  -3.24003, 226.15113, -13.06570, -37.56994, 230.41547, -13.06098, -43.04223, 223.38397, -30.73389,  34.11970, 221.28114, -31.44318,  -2.90898, 225.88073, -32.10078, -37.23889, 230.14507, -32.10428, -42.99541, 223.34430
   0.89999, -21.29874,  33.94191, 221.40275, -20.67449,  66.68612, 217.34967, -20.19280,  89.41188, 213.84142, -20.23629,  96.23707, 212.28742, -20.32948, 110.86247, 208.95743,  -6.19376,  89.52752, 213.95756,  18.79947,  90.06232, 214.18717,  41.79323,  90.55433, 214.39840,  50.11098,  90.73231, 214.47480, -34.19184,  89.29623, 213.72528, -59.19106,  89.19252, 213.55756, -82.19034,  89.09710, 213.40324, -90.51009,  89.06258, 213.34742, -11.78108,  33.77678, 221.53457, -12.48708,  -3.25394, 226.11823, -13.14161, -37.58574, 230.36780, -13.13928, -43.06236, 223.33967, -30.81639,  34.10704, 221.27092, -31.52233,  -2.92368, 225.85458, -32.17681, -37.25548, 230.10416, -32.18230, -43.00566, 223.29802
   0.93332, -21.37322,  33.92959, 221.38670, -20.75262,  66.67522, 217.34459, -20.27285,  89.40191, 213.84213, -20.32080,  96.22619, 212.28429, -20.42356, 110.84966, 208.94608,  -6.27383,  89.52554, 213.95278,  18.71859,  90.09791, 214.17979,  41.71161,  90.62448, 214.38864,  50.02909,  90.81496, 214.46419, -34.27186,  89.27828, 213.73147, -59.27022,  89.04220, 213.56962, -82.26872,  88.82500, 213.42070, -90.58817,  88.74643, 213.36682, -11.85551,  33.76513, 221.51566, -12.55738,  -3.26720, 226.08691, -13.20808, -37.60050, 230.32498, -13.20759, -43.08104, 223.29990, -30.89092,  34.09405, 221.25775, -31.59273,  -2.93828, 225.82899, -32.24339, -37.27158, 230.06707, -32.25041, -43.01773, 223.25753
   0.96666, -21.44074,  33.91738, 221.36862, -20.82430,  66.66410, 217.33474, -20.34674,  89.39145, 213.83628, -20.39899,  96.21479, 212.27442, -20.51097, 110.83621, 208.92759,  -6.34775,  89.52281, 213.94180,  18.64385,  90.12989, 214.16790,  41.63613,  90.68840, 214.37590,  49.95334,  90.89043, 214.45115, -34.34572,  89.26009, 213.73076, -59.34204,  88.86093, 213.57260, -82.33864,  88.49369, 213.42708, -90.65742,  88.36085, 213.37443, -11.92298,  33.75376, 221.49489, -12.62014,  -3.27980, 226.05683, -13.26647, -37.61425, 230.28627, -13.26757, -43.09805, 223.26374, -30.95849,  34.08099, 221.24235, -31.65560,  -2.95258, 225.80428, -32.30190, -37.28703, 230.03373, -32.31026, -43.03089, 223.22227
   0.99999, -21.50181,  33.90544, 221.34890, -20.88999,  66.65297, 217.32089, -20.41490,  89.38076, 213.82488, -20.47140,  96.20313, 212.25897, -20.59249, 110.82249, 208.90346,  -6.41595,  89.51980, 213.92554,  18.57487,  90.15809, 214.15234,  41.56643,  90.74531, 214.36100,  49.88337,  90.95774, 214.43647, -34.41385,  89.24171, 213.72422, -59.40619,  88.64316, 213.56755, -82.39914,  88.09249, 213.42340, -90.71659,  87.89329, 213.37125, -11.98401,  33.74284, 221.47263, -12.67595,  -3.29164, 226.02794, -13.31745, -37.62694, 230.25124, -13.31991, -43.11357, 223.23091, -31.01962,  34.06804, 221.22516, -31.71152,  -2.96644, 225.78046, -32.35298, -37.30173, 230.00376, -32.36252, -43.04465, 223.19149
   1.03332, -21.55631,  33.89383, 221.32802, -20.94970,  66.64194, 217.30396, -20.47753,  89.36998, 213.80915, -20.53843,  96.19139, 212.23923, -20.66893, 110.80869, 208.87511,  -6.47863,  89.51702, 213.90503,  18.51147,  90.18233, 214.13386,  41.50236,  90.79442, 214.34438,  49.81906,  91.01584, 214.42053, -34.47643,  89.22293, 213.71328, -59.46181,  88.38256, 213.55608, -82.44835,  87.60942, 213.41145, -90.76349,  87.32974, 213.35912, -12.03846,  33.73243, 221.44928, -12.72450,  -3.30271, 226.00013, -13.36053, -37.63862, 230.21928, -13.36419, -43.12767, 223.20085, -31.07417,  34.05523, 221.20675, -31.76018,  -2.97991, 225.75759, -32.39618, -37.31581, 229.97675, -32.40677, -43.05867, 223.16444
   1.06666, -21.60466,  33.88270, 221.30638, -21.00377,  66.63121, 217.28474, -20.53490,  89.35934, 213.79014, -20.60048,  96.17982, 212.21634, -20.74101, 110.79511, 208.84391,  -6.53606,  89.51497, 213.88123,  18.45341,  90.20221, 214.11335,  41.44373,  90.83446, 214.32689,  49.76023,  91.06317, 214.40413, -34.53374,  89.20372, 213.69905, -59.50760,  88.07206, 213.53927, -82.48355,  87.03094, 213.39227, -90.79485,  86.65432, 213.33908, -12.08675,  33.72264, 221.42521, -12.76633,  -3.31295, 225.97331, -13.39638, -37.64927, 230.18993, -13.40111, -43.14038, 223.17311, -31.12258,  34.04275, 221.18755, -31.80212,  -2.99285, 225.73565, -32.43213, -37.32918, 229.95227, -32.44366, -43.07273, 223.14054
   1.09999, -21.64735,  33.87221, 221.28427, -21.05253,  66.62099, 217.26388, -20.58728,  89.34911, 213.76873, -20.65787,  96.16869, 212.19129, -20.80913, 110.78208, 208.81104,  -6.58851,  89.51384, 213.85446,  18.40052,  90.21601, 214.09016,  41.39042,  90.86201, 214.30701,  49.70677,  91.09569, 214.38544, -34.58604,  89.18437, 213.68300, -59.54171,  87.70526, 213.51944, -82.50093,  86.34447, 213.36895, -90.80618,  85.85222, 213.31451, -12.12938,  33.71358, 221.40031, -12.80208,  -3.32232, 225.94699, -13.42575, -37.65892, 230.16230, -13.43176, -43.15166, 223.14675, -31.16532,  34.03084, 221.16823, -31.83799,  -3.00506, 225.71491, -32.46163, -37.34166, 229.93021, -32.47433, -43.08612, 223.11926
