time,Hips.x,Hips.y,Hips.z,Chest.x,Chest.y,Chest.z,Chest2.x,Chest2.y,Chest2.z,Neck.x,Neck.y,Neck.z,Head.x,Head.y,Head.z,LeftShoulder.x,LeftShoulder.y,LeftShoulder.z,LeftElbow.x,LeftElbow.y,LeftElbow.z,LeftWrist.x,LeftWrist.y,LeftWrist.z,LeftHand.x,LeftHand.y,LeftHand.z,RightShoulder.x,RightShoulder.y,RightShoulder.z,RightElbow.x,RightElbow.y,RightElbow.z,RightWrist.x,RightWrist.y,RightWrist.z,RightHand.x,RightHand.y,RightHand.z,HipLeft.x,HipLeft.y,HipLeft.z,LeftKnee.x,LeftKnee.y,LeftKnee.z,LeftAnkle.x,LeftAnkle.y,LeftAnkle.z,LeftFoot.x,LeftFoot.y,LeftFoot.z,RightHip.x,RightHip.y,RightHip.z,RightKnee.x,RightKnee.y,RightKnee.z,RightAnkle.x,RightAnkle.y,RightAnkle.z,RightFoot.x,RightFoot.y,RightFoot.z
  14.83319, -34.18808,  37.77720, 223.18318, -36.40229,  70.37348, 218.53779, -37.94404,  92.97570, 214.56755, -37.25811,  99.75072, 212.94628, -35.78825, 114.26864, 209.47214, -24.79699,  92.79533, 219.37613, -20.20585,  69.31733, 226.63597, -17.33172,  50.16916, 214.22281, -15.91538,  42.63004, 211.00131, -51.09109,  93.15607, 209.75897, -63.46894,  72.76957, 217.25428, -71.30268,  51.55911, 213.04135, -73.19828,  44.06648, 209.96082, -25.20355,  38.81121, 226.15630,   1.51392,  26.37642, 203.25794,  29.50502,   7.41861, 210.62408,  33.75663,   3.56598, 203.80725, -43.17261,  36.74319, 220.21006, -37.95775,   0.54267, 227.63367, -33.33719, -32.79510, 235.65887, -33.40389, -39.01205, 229.27662
  14.86652, -34.30120,  37.83572, 223.14713, -36.58497,  70.42382, 218.47804, -38.17801,  93.01893, 214.48764, -37.50538,  99.79463, 212.86364, -36.06404, 114.31401, 209.38366, -25.02859,  92.86476, 219.29065, -20.37532,  69.42356, 226.62938, -17.40988,  50.23426, 214.30148, -15.96853,  42.67941, 211.12829, -51.32743,  93.17309, 209.68462, -63.63423,  72.75301, 217.20547, -71.40115,  51.51908, 212.98701, -73.23440,  43.96071, 210.03192, -25.31750,  38.89058, 226.11544,   1.48877,  26.41041, 203.34590,  29.48503,   7.47266, 210.74395,  33.82249,   3.61237, 203.98579, -43.28489,  36.78086, 220.17883, -38.00618,   0.60298, 227.66739, -33.35643, -32.74838, 235.61890, -33.40929, -38.95163, 229.22319
  14.89985, -34.38854,  37.88228, 223.11661, -36.74121,  70.46196, 218.42301, -38.38388,  93.04980, 214.41166, -37.72699,  99.82577, 212.78231, -36.31938, 114.34570, 209.29087, -25.22838,  92.92559, 219.19888, -20.51448,  69.51914, 226.60949, -17.39935,  50.23311, 214.47092, -15.88849,  42.66409, 211.36452, -51.53937,  93.17401, 209.62444, -63.74973,  72.71218, 217.18889, -71.44971,  51.45118, 212.98414, -73.21456,  43.82365, 210.16838, -25.40343,  38.95711, 226.07347,   1.45728,  26.25220, 203.49316,  29.36060,   7.19472, 210.93471,  33.76346,   3.30566, 204.23559, -43.37364,  36.80746, 220.15975, -38.05593,   0.64731, 227.70611, -33.36976, -32.71684, 235.58226, -33.40781, -38.90918, 229.17589
  14.93318, -34.45130,  37.91706, 223.09259, -36.87131,  70.48816, 218.37380, -38.56153,  93.06861, 214.34063, -37.92284,  99.84445, 212.70354, -36.55421, 114.36411, 209.19549, -25.39658,  92.97819, 219.10254, -20.62376,  69.60468, 226.57912, -17.30177,  50.16973, 214.73652, -15.67719,  42.58842, 211.71876, -51.72649,  93.15903, 209.57871, -63.81506,  72.64690, 217.20229, -71.44716,  51.35514, 213.02949, -73.13401,  43.65675, 210.36271, -25.46272,  39.01074, 226.03192,   1.41350,  25.89759, 203.70489,  29.12246,   6.58043, 211.20298,  33.57006,   2.64053, 204.56339, -43.43988,  36.82337, 220.15327, -38.10791,   0.67571, 227.74924, -33.37746, -32.70010, 235.54911, -33.40027, -38.88443, 229.13493
  14.96652, -34.49064,  37.93916, 223.07511, -36.97583,  70.50165, 218.33083, -38.71072,  93.07476, 214.27559, -38.09243,  99.85020, 212.62904, -36.76753, 114.36900, 209.10073, -25.53299,  93.02098, 219.00260, -20.70429,  69.67771, 226.53754, -17.11948,  50.04665, 215.10204, -15.33673,  42.45524, 212.20123, -51.88845,  93.12854, 209.54858, -63.82925,  72.55688, 217.24429, -71.39063,  51.23057, 213.11950, -72.98773,  43.46182, 210.60588, -25.49650,  39.05041, 225.99077,   1.34955,  25.34166, 203.98754,  28.75644,   5.62553, 211.55699,  33.22675,   1.61128, 204.97746, -43.48477,  36.82792, 220.15945, -38.16355,   0.68746, 227.79712, -33.38079, -32.69872, 235.52037, -33.38852, -38.87809, 229.10138
  14.99985, -34.50676,  37.94732, 223.06484, -37.05462,  70.50126, 218.29520, -38.83123,  93.06717, 214.21802, -38.23545,  99.84204, 212.56085, -36.95880, 114.35961, 209.00976, -25.63750,  93.05229, 218.90048, -20.75610,  69.73661, 226.48672, -16.85127,  49.86819, 215.57809, -14.86563,  42.27132, 212.82723, -52.02495,  93.08205, 209.53557, -63.79064,  72.44083, 217.31431, -71.27498,  51.07612, 213.24817, -72.76821,  43.23912, 210.88721, -25.50501,  39.07467, 225.95068,   1.25254,  24.57879, 204.34779,  28.24150,   4.32727, 212.00493,  32.71055,   0.21484, 205.48545, -43.50850,  36.81997, 220.17899, -38.22330,   0.68126, 227.84987, -33.38098, -32.71386, 235.49699, -33.37390, -38.89133, 229.07618
  15.03318, -34.49988,  37.94029, 223.06135, -37.10763,  70.48593, 218.26747, -38.92209,  93.04517, 214.17012, -38.35094,  99.81930, 212.50129, -37.12704, 114.33529, 208.92524, -25.70959,  93.07158, 218.79927, -20.78016,  69.78004, 226.42848, -16.50043,  49.64069, 216.17711, -14.26781,  42.04644, 213.61486, -52.13459,  93.01876, 209.54096, -63.69630,  72.29752, 217.41225, -71.09428,  50.89089, 213.40899, -72.46864,  42.98914, 211.19635, -25.48873,  39.08219, 225.91188,   1.10743,  23.60802, 204.79371,  27.55203,   2.68878, 212.55439,  31.99266,  -1.54252, 206.09181, -43.51104,  36.79839, 220.21082, -38.28523,   0.65642, 227.90699, -33.37970, -32.74631, 235.48020, -33.35806, -38.92516, 229.06075
  15.06652, -34.47004,  37.91665, 223.06423, -37.13480,  70.45439, 218.24815, -38.98283,  93.00778, 214.13363, -38.43817,  99.78103, 212.45245, -37.27106, 114.29515, 208.84991, -25.74912,  93.07737, 218.70136, -20.77743,  69.80616, 226.36511, -16.06594,  49.37421, 216.91328, -13.53944,  41.79667, 214.58516, -52.21654,  92.93818, 209.56590, -63.54476,  72.12656, 217.53758, -70.84539,  50.67499, 213.59664, -72.08525,  42.71351, 211.52301, -25.44786,  39.07148, 225.87437,   0.89496,  22.43410, 205.33085,  26.66249,   0.72892, 213.20988,  31.04915,  -3.63536, 206.79908, -43.49223,  36.76181, 220.25410, -38.35038,   0.61160, 227.96811, -33.37859, -32.79719, 235.47106, -33.34251, -38.98159, 229.05701
  15.09985, -34.41698,  37.87522, 223.07306, -37.13591,  70.40554, 218.23718, -39.01330,  92.95393, 214.10858, -38.49678,  99.72625, 212.41479, -37.38996, 114.23836, 208.78524, -25.75649,  93.06815, 218.60789, -20.74903,  69.81336, 226.29815, -15.55850,  49.08597, 217.78736, -12.71887,  41.53690, 215.74519, -52.27012,  92.83971, 209.60927, -63.33410,  71.92721, 217.68734, -70.52446,  50.42849, 213.80097, -71.61497,  42.41376, 211.85232, -25.38244,  39.04144, 225.83845,   0.60139,  21.06979, 205.97283,  25.55005,  -1.52519, 213.98478,  29.86283,  -6.02048, 207.61451, -43.45152,  36.70900, 220.30767, -38.41863,   0.54586, 228.03292, -33.37929, -32.86739, 235.47063, -33.32896, -39.06194, 229.06647
  15.13318, -34.34034,  37.81470, 223.08753, -37.11065,  70.33811, 218.23437, -39.01312,  92.88235, 214.09461, -38.52613,  99.65381, 212.38869, -37.48257, 114.16408, 208.73315, -25.73169,  93.04189, 218.51934, -20.69558,  69.79950, 226.22837, -15.05490,  48.80635, 218.71371, -12.04527,  41.24846, 216.96933, -52.29455,  92.72282, 209.66987, -63.06094,  71.69860, 217.85932, -70.12753,  50.15152, 214.01393, -71.05730,  42.09139, 212.17217, -25.29237,  38.99080, 225.80439,   0.23304,  19.52140, 206.77340,  24.19873,  -4.06107, 214.93872,  28.40994,  -8.70053, 208.60396, -43.38831,  36.63859, 220.37067, -38.48852,   0.45825, 228.10095, -33.38340, -32.95789, 235.48063, -33.31885, -39.16714, 229.09086
  15.16652, -34.23962,  37.73343, 223.10747, -37.05842,  70.25049, 218.23969, -38.98148,  92.79145, 214.09159, -38.52532,  99.56221, 212.37440, -37.54785, 114.07098, 208.69471, -25.67384,  92.99646, 218.43495, -20.61764,  69.76221, 226.15535, -14.59851,  48.56248, 219.57193, -11.58643,  40.95701, 218.05315, -52.28911,  92.58645, 209.74823, -62.72477,  71.44053, 218.05167, -69.65337,  49.84400, 214.23269, -70.41609,  41.74701, 212.47787, -25.17707,  38.91785, 225.77162,  -0.24545,  17.83551, 207.69590,  22.57921,  -6.80378, 216.00853,  26.66363, -11.60234, 209.70937, -43.30218,  36.54901, 220.44332, -38.56121,   0.34741, 228.17315, -33.39328, -33.07007, 235.50286, -33.31394, -39.29803, 229.13150
  15.19985, -34.11464,  37.62961, 223.13280, -36.97843,  70.14093, 218.25301, -38.91726,  92.67945, 214.09896, -38.49322,  99.44970, 212.37156, -37.58457, 113.95738, 208.66998, -25.58176,  92.92977, 218.35358, -20.51579,  69.69904, 226.07815, -14.18594,  48.34436, 220.34135, -11.27902,  40.67023, 218.97027, -52.25276,  92.42914, 209.84434, -62.33376,  71.15513, 218.25803, -69.10337,  49.50413, 214.46244, -69.70081,  41.37970, 212.77157, -25.03632,  38.82058, 225.73976,  -0.83702,  16.02498, 208.78284,  20.68661,  -9.71487, 217.22991,  24.61773, -14.68699, 210.96793, -43.19295,  36.43864, 220.52585, -38.63908,   0.21194, 228.25053, -33.41095, -33.20538, 235.53812, -33.31621, -39.45491, 229.18811
  15.23318, -33.96580,  37.50186, 223.16386, -36.86965,  70.00814, 218.27413, -38.81906,  92.54495, 214.11579, -38.42851,  99.31488, 212.37926, -37.59162, 113.82187, 208.65813, -25.45410,  92.84054, 218.27397, -20.39044,  69.60822, 225.99528, -13.81248,  48.14030, 221.00941, -11.06623,  40.39155, 219.72981, -52.18402,  92.24937, 209.95761, -61.88667,  70.84175, 218.47655, -68.47982,  49.13385, 214.69533, -68.91534,  40.99058, 213.04613, -24.87057,  38.69723, 225.70913,  -1.56076,  14.11426, 210.05305,  18.52061, -12.72490, 218.62965,  22.26617, -17.87818, 212.40047, -43.06102,  36.30650, 220.61859, -38.72357,   0.05109, 228.33316, -33.43696, -33.36458, 235.58605, -33.32705, -39.63610, 229.25801
  15.26651, -33.79434,  37.35024, 223.20137, -36.73098,  69.85225, 218.30285, -38.68513,  92.38799, 214.14095, -38.32956,  99.15776, 212.39629, -37.56763, 113.66440, 208.65774, -25.28919,  92.72909, 218.19466, -20.24232,  69.48917, 225.90406, -13.48062,  47.93897, 221.56026, -10.91723,  40.11946, 220.33278, -52.08106,  92.04689, 210.08724, -61.38634,  70.50247, 218.70406, -67.79290,  48.73873, 214.92313, -68.06801,  40.58296, 213.30134, -24.68107,  38.54728, 225.68045,  -2.43359,  12.16801, 211.46897,  16.08435, -15.73540, 220.16642,  19.61457, -21.06715, 213.96174, -42.90761,  36.15320, 220.72230, -38.81485,  -0.13402, 228.42096, -33.47245, -33.54647, 235.64779, -33.34785, -39.83831, 229.34024
  15.29985, -33.60382,  37.17453, 223.24358, -36.56175,  69.67354, 218.33792, -38.51326,  92.20891, 214.17279, -38.19420,  98.97865, 212.42098, -37.51049, 113.48523, 208.66708, -25.08477,  92.59566, 218.11311, -20.07324,  69.34065, 225.80005, -13.18744,  47.72850, 221.99211, -10.82425,  39.84300, 220.78518, -51.94176,  91.82217, 210.23248, -60.83466,  70.13967, 218.93797, -67.04857,  48.32286, 215.14138, -67.16545,  40.16073, 213.53251, -24.47129,  38.36926, 225.65187,  -3.46267,  10.24838, 212.97763,  13.39693, -18.65478, 221.78225,  16.69091, -24.14523, 215.58606, -42.73635,  35.97980, 220.83528, -38.91116,  -0.34092, 228.51352, -33.51757, -33.74827, 235.72590, -33.37799, -40.05941, 229.43797
  15.33318, -33.40074,  36.97509, 223.28895, -36.36246,  69.47287, 218.37748, -38.30127,  92.00872, 214.20900, -38.02012,  98.77854, 212.45100, -37.41765, 113.28529, 208.68387, -24.83854,  92.44077, 218.02582, -19.88909,  69.16198, 225.68094, -12.93714,  47.49847, 222.31011, -10.78856,  39.55231, 221.09991, -51.76401,  91.57668, 210.39219, -60.23187,  69.75639, 219.17685, -66.25092,  47.89092, 215.34640, -66.21267,  39.72818, 213.73688, -24.24760,  38.16183, 225.62175,  -4.64033,   8.39294, 214.56960,  10.52434, -21.40773, 223.46415,  13.57529, -27.03229, 217.26382, -42.55389,  35.78835, 220.95614, -39.01039,  -0.56605, 228.61018, -33.57148, -33.96625, 235.82159, -33.41671, -40.29636, 229.55311
  15.36651, -33.18879,  36.75304, 223.33783, -36.13389,  69.25140, 218.42022, -38.04755,  91.78856, 214.24714, -37.80534,  98.55847, 212.48373, -37.28632, 113.06543, 208.70499, -24.54908,  92.26496, 217.93013, -19.68992,  68.95389, 225.54476, -12.72636,  47.24310, 222.51976, -10.81320,  39.24014, 221.28901, -51.54602,  91.31216, 210.56415, -59.58589,  69.35801, 219.41716, -65.40445,  47.44674, 215.53895, -65.21917,  39.28833, 213.91774, -24.01376,  37.92539, 225.59057,  -5.93272,   6.65277, 216.21607,   7.54761, -23.92404, 225.18825,  10.36200, -29.65719, 218.97551, -42.36382,  35.58069, 221.08510, -39.11185,  -0.80694, 228.71053, -33.63497, -34.19818, 235.93472, -33.46434, -40.54849, 229.68713
  15.39985, -32.97079,  36.51131, 223.39158, -35.87753,  69.01167, 218.46437, -37.75192,  91.55065, 214.28334, -37.54900,  98.32061, 212.51513, -37.11417, 112.82764, 208.72610, -24.21733,  92.07006, 217.82523, -19.47583,  68.71861, 225.39015, -12.55350,  46.95958, 222.62866, -10.89587,  38.90451, 221.36747, -51.28651,  91.03125, 210.74146, -58.89974,  68.94879, 219.65233, -64.51545,  46.99506, 215.71563, -64.19259,  38.84515, 214.07334, -23.77322,  37.66290, 225.56157,  -7.29265,   5.07999, 217.84615,   4.55276, -26.14679, 226.88688,   7.14747, -31.95753, 220.65064, -42.16837,  35.35973, 221.22160, -39.21585,  -1.06052, 228.81308, -33.71013, -34.44077, 236.06608, -33.52272, -40.81319, 229.84152
  15.43318, -32.74925,  36.25294, 223.45233, -35.59534,  68.75613, 218.50839, -37.41537,  91.29699, 214.31349, -37.25111,  98.06686, 212.54098, -36.89912, 112.57375, 208.74277, -23.84491,  91.85673, 217.70896, -19.24541,  68.45757, 225.21390, -12.41412,  46.64657, 222.64216, -11.02773,  38.54533, 221.34979, -50.98583,  90.73724, 210.91801, -58.17606,  68.53311, 219.87777, -63.59228,  46.54130, 215.87469, -63.14065,  38.40323, 214.20430, -23.52884,  37.37754, 225.53793,  -8.67970,   3.68691, 219.43656,   1.62626, -28.06826, 228.52263,   4.03117, -33.93075, 222.25879, -41.96966,  35.12834, 221.36673, -39.32162,  -1.32415, 228.91566, -33.79970, -34.69127, 236.21661, -33.59471, -41.08789, 230.01747
  15.46651, -32.52601,  35.98001, 223.52184, -35.28988,  68.48613, 218.55059, -37.04072,  91.02824, 214.33305, -36.91310,  97.79790, 212.55669, -36.63963, 112.30431, 208.75020, -23.43523,  91.62349, 217.57898, -18.99691,  68.17058, 225.01285, -12.30229,  46.30259, 222.56879, -11.19867,  38.16242, 221.24897, -50.64622,  90.43300, 211.08712, -57.42285,  68.11537, 220.08715, -62.64698,  46.09044, 216.01150, -62.07449,  37.96743, 214.30524, -23.28285,  37.07187, 225.52237, -10.04799,   2.47631, 220.96519,  -1.16948, -29.70120, 230.07234,   1.09041, -35.58958, 223.77886, -41.76918,  34.88815, 221.52130, -39.42664,  -1.59671, 229.01461, -33.90656, -34.94853, 236.38651, -33.68395, -41.37070, 230.21446
  15.49985, -32.30179,  35.69509, 223.60249, -34.96387,  68.20337, 218.59001, -36.63224,  90.74534, 214.33838, -36.53769,  97.51450, 212.55808, -36.33508, 112.01986, 208.74316, -22.99334,  91.36933, 217.43533, -18.72826,  67.85940, 224.79007, -12.21067,  45.92921, 222.42626, -11.39660,  37.75822, 221.08661, -50.27114,  90.12134, 211.24144, -56.65185,  67.70029, 220.27377, -61.69545,  45.64761, 216.12147, -61.00800,  37.54229, 214.37404, -23.03648,  36.74933, 225.51899, -11.35728,   1.44154, 222.39829,  -3.76668, -31.06381, 231.50571,  -1.61647, -36.96770, 225.18837, -41.56710,  34.64085, 221.68599, -39.52973,  -1.87679, 229.10849, -34.03338, -35.21121, 236.57618, -33.79378, -41.66036, 230.43296
  15.53318, -32.07674,  35.40066, 223.69685, -34.61963,  67.90940, 218.62582, -36.19381,  90.44900, 214.32601, -36.12790,  97.21728, 212.54107, -35.98668, 111.72075, 208.71620, -22.52343,  91.09397, 217.27639, -18.43999,  67.52534, 224.54586, -12.13102,  45.52924, 222.22877, -11.60705,  37.33588, 220.88093, -49.86418,  89.80403, 211.37562, -55.87694,  67.29083, 220.43115, -60.74939,  45.21396, 216.20375, -59.95425,  37.12819, 214.41197, -22.79016,  36.41320, 225.53112, -12.57628,   0.56415, 223.71307,  -6.12020, -32.18971, 232.80502,  -4.05443, -38.10312, 226.46843, -41.36332,  34.38812, 221.86258, -39.62958,  -2.16331, 229.19536, -34.18339, -35.47831, 236.78549, -33.92914, -41.95547, 230.67241
  15.56651, -31.85071,  35.09902, 223.80701, -34.26010,  67.60549, 218.65683, -35.73101,  90.13959, 214.29215, -35.68857,  96.90643, 212.50103, -35.59763, 111.40680, 208.66293, -22.03139,  90.79707, 217.10070, -18.13542,  67.16974, 224.28196, -12.05623,  45.10661, 221.98807, -11.81741,  36.89861, 220.64867, -49.43064,  89.48211, 211.48359, -55.10620,  66.88795, 220.55507, -59.81792,  44.78975, 216.25748, -58.92426,  36.72506, 214.41779, -22.54403,  36.06685, 225.56180, -13.68602,  -0.18061, 224.89896,  -8.21956, -33.11921, 233.97236,  -6.21699, -39.03675, 227.61936, -41.15740,  34.13118, 222.05222, -39.72667,  -2.45598, 229.27130, -34.36180, -35.74914, 237.01360, -34.09540, -42.25519, 230.93179
  15.59984, -31.62280,  34.79117, 223.93336, -33.88763,  67.29157, 218.68033, -35.24906,  89.81614, 214.23171, -35.22451,  96.58079, 212.43199, -35.17189, 111.07645, 208.57546, -21.52235,  90.47723, 216.90383, -17.81368,  66.79429, 224.00062, -11.97552,  44.66514, 221.71660, -12.00814,  36.44964, 220.40250, -48.97578,  89.15506, 211.55959, -54.34998,  66.49191, 220.64252, -58.91141,  44.37416, 216.28376, -57.93060,  36.33164, 214.39213, -22.29724,  35.71225, 225.61140, -14.67181,  -0.81887, 225.94669, -10.05875, -33.89190, 235.00507,  -8.10263, -39.80924, 228.63743, -40.94837,  33.87008, 222.25533, -39.82213,  -2.75519, 229.33371, -34.57148, -36.02346, 237.25914, -34.29661, -42.55905, 231.20945
  15.63318, -31.39192,  34.47766, 224.07666, -33.50492,  66.96699, 218.69348, -34.75392,  89.47694, 214.13914, -34.74155,  96.23858, 212.32804, -34.71505, 110.72781, 208.44712, -21.00211,  90.13245, 216.68038, -17.47149,  66.39978, 223.70140, -11.87788,  44.20679, 221.42480, -12.15929,  35.98951, 220.15221, -48.50573,  88.82143, 211.59790, -53.61820,  66.10138, 220.68976, -58.04284,  43.96568, 216.28141, -56.98844,  35.94430, 214.34023, -22.04869,  35.35102, 225.68031, -15.52280,  -1.37532, 226.85120, -11.64295, -34.54238, 235.90949,  -9.72253, -40.45989, 229.53116, -40.73515,  33.60429, 222.47301, -39.91810,  -3.06206, 229.37902, -34.81658, -36.30147, 237.52004, -34.53838, -42.86705, 231.50307
  15.66651, -31.15823,  34.15896, 224.23844, -33.11563,  66.63104, 218.69471, -34.25105,  89.12038, 214.01067, -34.24551,  95.87808, 212.18490, -34.23364, 110.35887, 208.27254, -20.47632,  89.76226, 216.42826, -17.10816,  65.98787, 223.38770, -11.75466,  43.73449, 221.12336, -12.25555,  35.51905, 219.90760, -48.02579,  88.47850, 211.59308, -52.91849,  65.71323, 220.69275, -57.22275,  43.56101, 216.24839, -56.11219,  35.55813, 214.26271, -21.79876,  34.98479, 225.77100, -16.23528,  -1.87225, 227.61191, -12.98853, -35.10009, 236.69648, -11.09537, -41.01929, 230.31156, -40.51770,  33.33314, 222.70588, -40.01770,  -3.37771, 229.40263, -35.10159, -36.58308, 237.79282, -34.82693, -43.17891, 231.80886
  15.69984, -30.92146,  33.83471, 224.42034, -32.72205,  66.28203, 218.68193, -33.74412,  88.74369, 213.84158, -33.74080,  95.49630, 211.99707, -33.73369, 109.96619, 208.04456, -19.94870,  89.36574, 216.14366, -16.72086,  65.55955, 223.06077, -11.59523,  43.25060, 220.81600, -12.28094,  35.03841, 219.67055, -47.53953,  88.12164, 211.53950, -52.25898,  65.32270, 220.64637, -56.45923,  43.15467, 216.18138, -55.31284,  35.16630, 214.15800, -21.54726,  34.61407, 225.88574, -16.81140,  -2.32973, 228.23313, -14.10769, -35.59059, 237.37452, -12.23739, -41.51360, 230.98641, -40.29566,  33.05535, 222.95495, -40.12473,  -3.70367, 229.39915, -35.43168, -36.86827, 238.07351, -35.16895, -43.49452, 232.12272
  15.73318, -30.68192,  33.50437, 224.62432, -32.32723,  65.91791, 218.65313, -33.23766,  88.34354, 213.62698, -33.23277,  95.08983, 211.75947, -33.22229, 109.54616, 207.75768, -19.42355,  88.94087, 215.82097, -16.30862,  65.11436, 222.71988, -11.38830,  42.75651, 220.50252, -12.21959,  34.54673, 219.43911, -47.05177,  87.74621, 211.43298, -51.64560,  64.92426, 220.54644, -55.76115,  42.74090, 216.07868, -54.60002,  34.76178, 214.02740, -21.29438,  34.23909, 226.02598, -17.25629,  -2.76388, 228.71973, -15.02175, -36.03447, 237.95201, -13.17107, -41.96223, 231.56259, -40.06946,  32.76964, 223.22266, -40.24363,  -4.04150, 229.36203, -35.81293, -37.15687, 238.35655, -35.57070, -43.81393, 232.43937
  15.76651, -30.43954,  33.16660, 224.85246, -31.93421,  65.53571, 218.60690, -32.73683,  87.91560, 213.36320, -32.72709,  94.65417, 211.46807, -32.70620, 109.09398, 207.40709, -18.90569,  88.48394, 215.45522, -15.87217,  64.65041, 222.36610, -11.12251,  42.25229, 220.18314, -12.05463,  34.04200, 219.21117, -46.56797,  87.34725, 211.27117, -51.08312,  64.51312, 220.39344, -55.13797,  42.31582, 215.93944, -53.98296,  34.34066, 213.86935, -21.03985,  33.85925, 226.19276, -17.57669,  -3.18777, 229.07497, -15.75201, -36.44773, 238.43477, -13.91841, -42.38100, 232.04554, -39.83924,  32.47396, 223.51216, -40.37929,  -4.39313, 229.28350, -36.25143, -37.44888, 238.63435, -36.03814, -44.13692, 232.75109
  15.79984, -30.19565,  32.81979, 225.10625, -31.54669,  65.13189, 218.54099, -32.24642,  87.45471, 213.04536, -32.22848,  94.18406, 211.11778, -32.19004, 108.60409, 206.98725, -18.39970,  87.98944, 215.04098, -15.41156,  64.16346, 221.99757, -10.78868,  41.73480, 219.85650, -11.77251,  33.51953, 218.98259, -46.09314,  86.91999, 211.04974, -50.57854,  64.08538, 220.18548, -54.59883,  41.87602, 215.76037, -53.47257,  33.90005, 213.67764, -20.78485,  33.47347, 226.38685, -17.78009,  -3.61129, 229.29793, -16.31673, -36.84175, 238.82450, -14.49788, -42.78131, 232.43689, -39.60645,  32.16611, 223.82565, -40.53461,  -4.76006, 229.15288, -36.74985, -37.74391, 238.89461, -36.57471, -44.46202, 233.04445
  15.83318, -29.95148,  32.46189, 225.38765, -31.16676,  64.70241, 218.45426, -31.76873,  86.95513, 212.67032, -31.74039,  93.67350, 210.70494, -31.67966, 108.07000, 206.49341, -17.90770,  87.45351, 214.57384, -14.92159,  63.65041, 221.60916, -10.37520,  41.20149, 219.51728, -11.35888,  32.97603, 218.74483, -45.62977,  86.45675, 210.76680, -50.13553,  63.63381, 219.92168, -54.14999,  41.41510, 215.53844, -53.07507,  33.43349, 213.45015, -20.53046,  33.07978, 226.60957, -17.87452,  -4.04207, 229.38382, -16.73243, -37.22504, 239.11759, -14.92364, -43.17127, 232.73333, -39.37249,  31.84399, 224.16574, -40.71297,  -5.14287, 228.95712, -37.30811, -38.04055, 239.12125, -37.18172, -44.78640, 233.30183
  15.86651, -29.70777,  32.09092, 225.69768, -30.79652,  64.24299, 218.34518, -31.30700,  86.41069, 212.23513, -31.26708,  93.11632, 210.22692, -31.18154, 107.48553, 205.92361, -17.43274,  86.87153, 214.04971, -14.39800,  63.10690, 221.19342,  -9.87085,  40.64898, 219.15703, -10.80228,  32.40874, 218.48377, -45.18126,  85.94985, 210.42056, -49.75757,  63.15069, 219.59966, -53.79957,  40.92669, 215.26886, -52.79896,  32.93395, 213.18625, -20.27730,  32.67636, 226.86129, -17.86639,  -4.48410, 229.32507, -17.01165, -37.60176, 239.30755, -15.20872, -43.55508, 232.92825, -39.13823,  31.50549, 224.53406, -40.91328,  -5.54114, 228.67878, -37.92124, -38.33664, 239.29307, -37.85568, -45.10656, 233.50066
  15.89984, -29.46518,  31.70466, 226.03729, -30.43786,  63.74886, 218.21278, -30.86425,  85.81465, 211.73829, -30.81246,  92.50601, 209.68327, -30.70149, 106.84462, 205.27966, -16.97778,  86.23794, 213.46652, -13.83571,  62.52770, 220.74332,  -9.26425,  40.07351, 218.76568, -10.09188,  31.81530, 218.18310, -44.75072,  85.39136, 210.01005, -49.45025,  62.62837, 219.21661, -53.55787,  40.40472, 214.94615, -52.65473,  32.39528, 212.88323, -20.02596,  32.26110, 227.14272, -17.76218,  -4.93818, 229.11022, -17.16448, -37.97235, 239.38378, -15.36441, -43.93304, 233.01055, -38.90440,  31.14822, 224.93186, -41.13101,  -5.95303, 228.29673, -38.57885, -38.62900, 239.38399, -38.58659, -45.41785, 233.61342
  15.93317, -29.22443,  31.30095, 226.40726, -30.09265,  63.21552, 218.05823, -30.44395,  85.16124, 211.18351, -30.38048,  91.83674, 209.07789, -30.24447, 106.14139, 204.56585, -16.54620,  85.54770, 212.82763, -13.22958,  61.90790, 220.25461,  -8.54337,  39.47249, 218.33317,  -9.21216,  31.19463, 217.83110, -44.34170,  84.77478, 209.53939, -49.22045,  62.06039, 218.77271, -53.43746,  39.84430, 214.57008, -52.65669,  31.81209, 212.54611, -19.77710,  31.83190, 227.45441, -17.56658,  -5.40093, 228.72448, -17.19817, -38.33249, 239.33279, -15.39965, -44.30110, 232.96654, -38.67176,  30.77000, 225.36012, -41.35909,  -6.37397, 227.78628, -39.26340, -38.91206, 239.36389, -39.35510, -45.71333, 233.60868
